term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,no,pl,pt,sv,zh
131-15-13,Thevenin theorem,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-13,نظرية ثفنين,"Thévenin-Theorem, nTheorem von Helmholtz, n",Thevenin theorem,teorema de Thevenin,"théorème de Thévenin, m",teorema di Thevenin,テブナンの法則,테브난 정리,Thevenins teorem,twierdzenie Thévenina,teorema de Thévenin,Thevenins teorem,戴维南定理
131-15-14,Norton theorem,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-14,نظرية نورتون,"Norton-Theorem, nTheorem von H.F. Mayer, n",Norton theorem,teorema de Norton,"théorème de Norton, m",teorema di Norton,ノートン法則,노턴 정리,Nortons teorem,twierdzenie Nortona,teorema de Norton,Nortons teorem,诺顿定理
131-15-15,compensation theorem,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-15,نظرية التعويض,"Kompensationstheorem, n",compensation theorem,teorema de compensación,"théorème de compensation, m",teorema di compensazione,補償の定理,보상 정리,kompensasjonsteorem,zasada kompensacji,teorema de compensação,kompensationssatsen,补偿定理
131-15-16,Tellegen theorem,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-16,نظرية تلليجين,"Tellegen-Theorem, n",Tellegen theorem,teorema de Tellegen,"théorème de Tellegen, m",teorema di Tellegen,テレゲンの法則,텔리전 정리,Tellegens teorem,twierdzenie Tellegena,teorema de Tellegen,Tellegens teorem,特勒根定理
131-15-17,bus admittance matrix,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-17,مصفوفة سماحية القضبان,"Knotenadmittanzmatrix, f",bus admittance matrixnode admittance matrix,matriz de admitancias de nudo,"matrice des admittances nodales, f",matrice nodale di ammettenza,節点アドミタンス行列,버스 어드미턴스 행렬노드 어드미턴스 행렬,admittansmatrise for knutar,macierz admitancji węzłowa,matriz de admitâncias nodais,nodadmittansmatris,母线导纳矩阵节点导纳矩阵
131-15-18,bus impedance matrix,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-18,مصفوفة معاوقة القضبان,"Knotenimpedanzmatrix, f",bus impedance matrixnode impedance matrix,matriz de impedancias de nudo,"matrice des impédances nodales, f",matrice nodale di impedenza,節点インピーダンス行列,버스 어드미턴스 행렬노드 어드미턴스 행렬,impedansmatrise for knutar,macierz impedancji węzłowa,matriz de impedâncias nodais,nodimpedansmatris,母线阻抗矩阵节点阻抗矩阵
131-15-19,mesh impedance matrix,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-19,مصفوفة شبيكة معاوقة,"Maschenimpedanzmatrix, f",mesh impedance matrix,matriz de impedancias de malla,"matrice des impédances de maille, f",matrice di impedenza di maglia,網目インピーダンス行列,그물망 임피던스 행렬,impedansmatrise for maske,macierz impedancji oczkowa,matriz de impedâncias de malha,maskimpedansmatris,基本回路阻抗矩阵
131-15-20,transfer function,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-20,دالة تحويل,"Übertragungsfunktion, f",transfer function,función de transferenciatransmitancia,"fonction de transfert, ftransmittance, f",funzione di trasferimento,伝達関数,전달 함수,overføringsfunksjon,funkcja przejściatransmitancja,função de transferência,överföringsfunktion,转移函数传递函数
131-15-21,frequency response,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-21,تردد الاستجابة,"Frequenzantwort, f",frequency response,respuesta en frecuencia,"réponse en fréquence, ffonction de transfert isochrone, f",risposta in frequenza,周波数応答,주파수 응답,frekvensrespons,odpowiedź częstotliwościowatransmitancja izochroniczna,resposta em frequência,frekvensfunktion,频率响应
131-15-22,minimum-phase network,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-22,,"Netzwerk minimaler Phase, n",minimum-phase network,red de desfase mínimored de fase mínima,"réseau à déphasage minimal, m",,最小位相回路網,최소 위상 망,.....,sieć o minimalnym przesunięciu fazowym,rede de fase-mínima,,最小相位网络
131-15-23,image impedance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-23,مقاومة صورية,"Kernimpedanz, f",image impedance,impedancia imagen,"impédance image, f",impedenza immagine,影像インピーダンス,영상 임피던스,spegelimpedans,impedancja falowa (czwórnika)impedancja charakterystyczna (czwórnika),impedância imagem,spegelimpedans,影像阻抗
131-15-24,iterative impedance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-24,مقاومة متكررة,"Kettenimpedanz, f",iterative impedance,impedancia iterativared en  invertida,"impédance itérative, f",impedenza iterativa,反復インピーダンス,반복 임피던스,iterativ impedans,impedancja iterowana,impedância iterativa,iterativ impedans,累接阻抗
131-15-25,image transfer coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-25,معامل تحويل الصورة,"Kernübertragungsmaß, n",image transfer coefficient,coeficiente de transferencia sobre imágenes,"exposant de transfert sur images, m",coefficiente di trasferimento d'immagine,影像伝達係数,영상 전달 계수,.....,tamowność (przy impedancji falowej),coeficiente de transferência de imagens,komplex spegeldämpning,影像传输系数
131-15-26,image attenuation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-26,توهين الصورة,"Kerndämpfungskoeffizient, m",image attenuation,atenuación sobre imágenes,"affaiblissement sur images, m",attenuazione di immagine,影像減衰,영상 감쇠,spegeldemping,tłumienność (przy impedancji falowej),atenuação de imagens,spegeldämpning,影像衰减
131-15-27,image phase change,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-27,تغيير طور الصورة,"Kernphasenkoeffizient, m",image phase change,desfase sobre imágenes,"déphasage sur images, m",sfasamento di immagine,影像位相変化,영상 위상 변화,.....,przesuwność (przy impedancji falowej)przesunięcie fazowe (przy impedancji falowej),desfasagem de imagens,spegelfasvridning,影像相位变化
131-15-28,characteristic impedance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-28,معاوقة خصائصية,"Wellenimpedanz, f",characteristic impedance,impedancia característica,"impédance caractéristique, f",impedenza caratteristica,特性インピーダンス,특성 임피던스,karakteristisk impedans,impedancja charakterystyczna (linii przesyłowej)impedancja falowa (linii przesyłowej),impedância característica,karakteristisk impedans,特性阻抗
131-15-29,insertion transfer function,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-29,دالة إنتقال الإدخال,"Einfügungs-Übertragungsfunktion, f",insertion transfer function,factor de inserciónfunción de transferencia de inserción,"facteur d'insertion, m",funzione di trasferimento di inserzione,挿入伝達関数,삽입 전달 함수,innskotsfunksjon,transmitancja wtrąceniowa,fator de inserção,inlänkningsfunktion,插入转移函数插入传递函数
131-15-30,insertion attenuation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-30,توهين الإدخال,"Einfügungs-Dämpfungskoeffizient, m",insertion attenuation,atenuación de inserción,"affaiblissement d'insertion, m",attenuazione di inserzione,挿入減衰,삽입 감쇠,innskotsdemping,tłumienność wtrąceniowa,atenuação de inserção,inlänkningsdämpning,插入衰减
131-15-31,insertion phase change,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-31,تغير طور الإدخال,"Einfügungs-Phasenkoeffizient, m",insertion phase change,desfase de inserción,"déphasage d'insertion, m",sfasamento di inserzione,挿入位相変化,삽입 위상 변화,innskotsfasekoeffisient,przesuwność wtrąceniowaprzesunięcie fazowe wtrąceniowe,desfasagem de inserção,inlänkningsfasvridning,插入相位变化
131-15-32,complex current reflection factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-32,معامل الانعكاس للتيار المركب,"komplexer Stromreflexionsfaktor, m",complex current reflection factorcomplex current reflection coefficient (deprecated),factor de reflexión complejo de la corriente,"facteur de réflexion complexe du courant, mcoefficient de réflexion complexe du courant (déconseillé), m",fattore di riflessione complesso della corrente,複素電流反射係数,복소 전류 반사 인자,refleksjonsfaktor for straum,odbicie prądowe względne zespolonewspółczynnik odbicia dla prądu zespolony,fator de reflexão complexa da corrente,reflexionsfaktor för ström,"复电流反射因数复电流反射系数, （拒用）"
131-15-33,complex voltage reflection factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-33,معامل انعكاس جهد مركب,"komplexer Spannungsreflexionsfaktor, m",complex voltage reflection factorcomplex tension reflection factorcomplex reflection coefficient (deprecated),factor de reflexión complejo de la tensión,"facteur de réflexion complexe en tension, mcoefficient de réflexion complexe en tension (déconseillé), m",fattore di riflessione complesso della tensione,複素電圧反射系数,복소 전압 반사 인자,refleksjonsfaktor for spenning,odbicie napięciowe względne zespolonewspółczynnik odbicia dla napięcia zespolony,fator de reflexão complexa da tensão,reflexionsfaktor för spänning,"复电压反射因数复反射系数, （拒用）"
131-15-34,reflection loss factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-34,معامل فقد الإنعكاس,"Stoßdämpfungsfaktor, m",reflection loss factor,atenuación de reflexión (1)factor de atenuación de reflexión,"affaiblissement de réflexion (1), mfacteur d'affaiblissement de réflexion, m",fattore di attenuazione di riflessione,反射損失係数,반사 손실 인자,tapsfaktor for refleksjon,tłumienność odbiciowa stosunkowa,fator de atenuação de reflexão,reflexionsdämpningsfaktor,反射损耗因数
131-15-35,reflection loss,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-35,فقد الإنعكاس,"Stoßdämpfungsmaß, n",reflection loss,atenuación de reflexión (2)atenuación logarítmica de reflexión,"affaiblissement de réflexion (2), maffaiblissement logarithmique de réflexion, m",attenuazione  di riflessione,反射損,반사 손실,refleksjonstap,tłumienność odbiciowa logarytmiczna,atenuação logarítmica de reflexão,reflexionsdämpning,反射损耗
131-15-36,reflection gain factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-36,معامل كسب الإنعكاس,"Stoßverstärkungsfaktor, m",reflection gain factor,factor de ganancia de reflexiónganancia de reflexión (1),"gain de réflexion (1), mfacteur de gain de réflexion, m",fattore di guadagno della riflessione,反射利得係数,반사 이득 인자,refleksjonsforsterkingsfaktor,wzmocnienie odbiciowe stosunkowe,fator de ganho de reflexão,reflexionsförstärkningsfaktor,反射增益因数
131-15-37,reflection gain,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-37,كسب الإنعكاس,"Stoßverstärkungsmaß, n",reflection gain,ganancia de reflexión (2)ganancia logarítmica de reflexión,"gain de réflexion (2), mgain logarithmique de réflexion, m",guadagno di riflessione,反射利得,반사 이득,refleksjonsforsterking,wzmocnienie odbiciowe logarytmiczne,ganho logarítmico de reflexão (1),reflexionsförstärkning,反射增益
131-15-38,ideal filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-38,مرشح مثالى,"ideales Filter, n",ideal filter,filtro ideal,"filtre idéal, m",filtro ideale,理想フィルタ,이상 여과기,ideelt filter,filtr idealny,filtro ideal,idealt filter,理想滤波器
131-15-39,prototype L-section filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-39,نموذج أولي لمرشح مقطع L,"L-Abschnittsfilter-Prototyp, m",prototype L-section filter,celda en L de K constantesección en L de K constante,"demi-cellule en L à K constant, f",modulo base di cella ad L per filtro (con K costante),プロトタイプＬ形フィルタ,원형 L 구간 여과기,prototyp for L-filter,ogniwo podstawowe typu L filtru typu K,semi-secção em L de K constante,L-filterprototyp,原型L节滤波器
131-15-40,m-derived L-section filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-40,مرشح L مشتق من m,"L-Abschnittsfilter, abgeleitetet nach m, n",m-derived L-section filter,celda en L de m-derivada sección en L derivada en m,"demi-cellule en L dérivée en m, f",cella ad L derivata in m per filtro,m誘導Ｌ形フィルタ,m 유도 L 구간 여과기,m-derivert L-filter,ogniwo podstawowe typu L z m-krotną korektą,semi-secção em L derivada em m,m-deriverad L-länk,m诱导型L节滤波器
131-15-41,image-parameter filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-41,مرشح ثابت الصورة,"Kernparameter-Filter, n",image-parameter filter,filtro de parámetro imagen,"filtre de bandes, m",filtro a parametro di immagine,影像パラメータフィルタ,영상 매개 변수 여과기,filter for spegelparameter,filtr pasmowy,filtro de parâmetro de imagens,spegelparameterfilter,影像参数滤波器
131-15-42,constant K filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-42,مرشح نوع ثابت k,"K-Filter, n",constant K filter,filtro de K constante,"filtre à K constant, m",filtro a K costante,定K形フィルタ,일정 K 여과기,konstant K-filter,filtr typu K,filtro de K constante,konstant-k-filter,定K型滤波器
131-15-43,insertion parameter filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-43,مرشح ثابت الادخال,"Einfügungs-Parameterfilter, n",insertion parameter filter,filtro con atenuación de inserción determinada,"filtre à affaiblissement d'insertion déterminé, m",filtro a parametro di inserzione,挿入パラメータフィルタ,삽입 매개 변수 여과기,inngangsparameterfilter,filtr o określonej tłumienności wtrąceniowej,filtro de parâmetro de inserção,,插入参数滤波器
131-15-44,active RC filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-44,مرشح RC الفعال,"aktives RC-Filter, n",active RC filter,filtro RC activo,"filtre RC actif, m",filtro RC attivo,能動ＲＣフィルタ,능동 RC 여과기,aktivt RC-filter,filtr aktywny RC,filtro RC ativo,aktivt RC-filter,有源RC滤波器
131-15-45,switched capacitor filter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=131-15-45,,"Filter mit geschalteten Kondensatoren, n",switched capacitor filter,filtro de capacidades conmutadas,"filtre à capacités commutées, m",,スイッチングキャパシタフィルタ,개폐 축전기 여과기,.....,filtr o pojemnościach przełączalnych,filtro de capacidades comutadas,,开关电容滤波器
