term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sr,sv,zh
521-07-24,threshold voltage (of an enhancement type field-effect transistor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-24,جهد العتبة (لترانسستور تأثير المجال من النوع المحسن),"Schwellenspannung, <eines Feldeffekttransistors vom Anreicherungstyp> f",threshold voltage (of an enhancement type field-effect transistor),tensión de umbral (de un transistor de efecto de campo de enriquecimiento),kynnysjännite,"tension de seuil (d’un transistor à effet de champ à enrichissement), f",tensione di soglia,"しきい値電圧, <エンハンスメント形電界効果トランジスタの>","문턱 전압, <강화형 전계 효과 트랜지스터>",napięcie progowe (tranzystora polowego z kanałem wzbogaconym),tensão de limiar (de um transistor de efeito de campo por enriquecimento),"напон прага, <обогаћеног типа транзистора са ефектом поља> м јд",tröskelspänning (för fälteffekttransistor av anrikningstyp),"阈值电压, <增强型场效应晶体管的>"
521-07-25,transconductance (of a field-effect transistor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-07-25,الموصلية التبادلية (لترانزستور تأثير المجال),"Steilheit, <eines Feldeffekttransistors> f",transconductance (of a field-effect transistor),transconductancia (de un transistor de efecto de campo),siirtokonduktanssi,"transconductance (d’un transistor à effet de champ), f",transconduttanzaconduttanza mutua,"相互コンダクタンス, <電界効果トランジスタの>","전달 전도도, <전계 효과 트랜지스터>",transkonduktancja (tranzystora polowego),transcondutância (de um transistor de efeito de campo),"транскондуктанса, <транзистора са ефектом поља> ж јд",branthet,"跨导, <场效应晶体管的>"
521-08-01,gate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-01,بوابة,"Steueranschluss, m",gate,puerta,hila,"gâchette, f",porta,ゲート,논리문게이터,bramka tyrystora bramka,porta,"гејт, м јд",styre,栅极门极
521-08-02,principal current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-02,تياررئيسى,"Hauptstrom, m",principal current,corriente principal,päävirta,"courant principal, m",corrente principale,主電流,기본 전류주 전류,prąd główny,corrente principal,"главна струја, ж јд",huvudström,主电流
521-08-03,main terminal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-03,نهاية رئيسية,"Hauptanschluss, m",main terminal,bornes principales,pääelektrodi,"borne maîtresse, f",terminale principale,主端子,주 단자기본 단자,końcówka główna,terminais principais,"главни прикључак, м јд",huvud(ströms)uttag,主端子
521-08-04,principal voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-04,جهدرئيسى,"Hauptspannung, f",principal voltage,tensión principal,pääjännite,"tension principale, f",tensione principale,主電圧,기본 전압주 전압,napięcie główne,tensão principal,"главни напон, м јд",huvudspänning,主电压
521-08-05,principal (voltage-current) characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-05,الخصائص الرئيسية ( للجهد - التيار ),"Hauptkennlinie, fHaupt-Strom-Spannungs-Charakteristik, f",principal (voltage-current) characteristic,característica (corriente-tensión) principal,pääominaiskäyrä,"caractéristique (courant-tension) principale, f",caratteristica principale (di corrente-tensione),主端子間電圧電流特性主特性,주 전압전류 특성,charakterystyka główna napięciowo-prądowacharakterystyka główna,característica (corrente-tensão) principal,"главна струјно-напонска карактеристика, ж јд",huvudkarakteristik,主电压-电流特性主特性
521-08-06,anode-to-cathode (voltage-current) characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-06,مميزات المصعد و المهبط ( جهد-تيار),"Anoden-Kathoden-Kennlinie, fAnoden-Kathoden-Spannungs-Strom-Charakteristik, fAnodenkennlinie, f",anode-to-cathode (voltage-current) characteristicanode characteristic,característica (corriente-tensión) de ánodo cátodocaracterística de ánodo,anodi-katodiominaiskäyrä,"caractéristique (courant-tension) d’anode-cathode, fcaractéristique d’anode, f",caratteristica (di corrente-tensione) anodo-catodo,アノード・カソード間電圧電流特性アノード特性陽極陰極間電圧電流特性,양극음극 전압전류 특성,charakterystyka anodowa,característica (corrente-tensão) de ânodo-cátodo,"струјно-напонска карактеристика анода–катода, ж јданодна карактеристика, ж јд",anodkarakteristik,阳极-阴极电压-电流特性阳极-阴极特性阳极特性
521-08-07,on-state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-07,وضع التوصيل,"Durchlasszustand, m",on-state,estado conductor,päästötila,"état passant, m",stato di conduzionestato on,オン状態,온 상태,stan włączenia stan przewodzenia,estado condutor,"укључено стање, с јдпроводно стање, с јд",ledtillstånd,通态
521-08-08,off-state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-08,وضع الفصل,"Vorwärts-Sperrzustand, m",off-state,estado bloqueado,myötäestotila,"état bloqué, m",stato di bloccostato off,オフ状態,오프 상태,stan wyłączenia stan blokowania,estado cortado,"искључено стање, с јднепроводно стање, с јд",blocktillstånd,断态
521-08-09,reverse blocking state (of a reverse blocking thyristor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-09,حالة الايقاف العكسي (لثايرستور المنع العكسى),"Rückwärts-Sperrzustand, <eines rückwärts sperrenden Thyristors> m",reverse blocking state (of a reverse blocking thyristor),estado bloqueado en sentido inverso (de un tiristor bloqueado en sentido inverso),estotila,"état bloqué en inverse (d’un thyristor bloqué en inverse), m",stato di blocco inverso,"逆阻止状態, <逆阻止サイリスタの>","역저지 상태, <역 저지 사이리스터>",stan zaworowy (tyrystora blokującego wstecznie),estado cortado em sentido inverso (de um tiristor cortado em sentido inverso),"стање инверзног закочења, <тиристора са инверзним закочењем> с јд",spärrtillstånd,"反向阻断态, <反向阻断闸流晶体管的>"
521-08-10,holding current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-10,تيار الايقاف,"Haltestrom, mHaltestromstärke, f",holding current,corriente de mantenimiento,pitovirta,"courant hypostatique, mcourant de maintien, m",corrente di mantenimento,保持電流,유지 전류,prąd podtrzymywania,corrente de manutenção,"струја одржавања, ж јд",hållström,维持电流
521-08-11,latching current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-11,تيارالامساك,"Einraststrom, mEinraststromstärke, f",latching current,corriente de retención,lukittumisvirta,"courant d’accrochage, m",corrente di tenuta,ラッチング電流,래칭 전류도통 개시 전류,prąd zatrzaskiwania,corrente de retenção,"струја прихватања, ж јд",låsström,擎住电流
521-08-12,breakover point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-12,نقطة الانكسار,"Kipppunkt, m",breakover point,punto de retorno,kippipiste,"point de retournement, m",punto di inversionepunto di rovesciamento,ブレークオーバー点,브레이크오버 점,punkt przełączania,ponto de retorno,"тачка пробоја, ж јд",vippunkt,转折点
521-08-13,on-state slope resistance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-13,منحنى المقاومة التشغيلي,"Ersatzwiderstand, m",on-state slope resistance,resistencia aparente en estado conductor,päästötilan resistanssi,"résistance apparente à l’état passant, f",resistenza apparente nello stato di conduzione,オン状態勾配抵抗,온 상태 기울기 저항,rezystancja dynamiczna przewodzenia,resistência dinâmica no estado condutorresistência aparente no estado condutor,"динамичка отпорност у укљученом стању, ж јд",differentiell ledresistans,通态斜率电阻
521-08-14,gate trigger current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-14,تيار قدح البوابة,"Zündstrom, m",gate trigger current,corriente de disparo de puerta,liipaisuvirta,"courant d’amorçage par la gâchette, m",corrente di innesco per la porta,ゲートトリガ電流,게이트 발생 전류,prąd przełączający bramki,corrente de disparo de porta,"струја окидања, ж јд",tänd(styr)ström,栅极触发电流门极触发电流
521-08-15,gate trigger voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-15,جهد قدح البوابة,"Zündspannung, f",gate trigger voltage,tensión de disparo de puerta,liipaisujännite,"tension d’amorçage par la gâchette, f",tensione di innesco per la porta,ゲートトリガ電圧,게이트 발생 전압,napięcie przełączające bramki,tensão de disparo de porta,"напон окидања, м јд",tänd(styr)spänning,栅极触发电压门极触发电压
521-08-16,gate non-trigger voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-16,جهد عدم قدح البوابة,"höchste nichtzündende Steuerspannung, f",gate non-trigger voltage,tensión de no disparo de puerta,suurin liipaisematon hilajännite,"tension de non-amorçage par la gâchette, f",tensione di non innesco per la porta,ゲート非トリガ電圧,게이트 비발생 전압,napięcie nieprzełączające bramki,tensão de não-disparo de porta,"напон неокидања, м јд",icke-tändande styrspänning,栅极不触发电压门极不触发电压
521-08-17,gate non-trigger current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-17,تيارعدم قدح البوابة,"höchster nichtzündender Steuerstrom, m",gate non-trigger current,corriente de no disparo de puerta,suurin liipaisematon hilavirta,"courant de non-amorçage par la gâchette, m",corrente di non innesco per la porta,ゲート非トリガ電流,게이트 비발생 전류,prąd nieprzełączający bramki,corrente de não-disparo de porta,"струја неокидања, ж јд",icke-tändande styrström,栅极不触发电流门极不触发电流
521-08-18,critical rate of rise of off-state voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-18,المعدل الحرج لصعود الجهد فى حالة  الفصل,"kritische Spannungssteilheit, f",critical rate of rise of off-state voltage,velocidad crítica de crecimiento de la tensión de estado bloqueado,myötäestotilan kriittinen jännitteennousunopeus,"vitesse critique de croissance de la tension à l’état bloqué, f",velocità critica di crescita della tensione nello stato di blocco,臨界オフ電圧上昇率,오프 상태 전압 증가 임계율,prędkość krytyczna wzrostu napięcia blokowania,velocidade crítica de crescimento da tensão no estado cortado,"критична брзина пораста напона у укљученом стању, ж јд",kritisk blockspänningsderivata,断态电压临界上升率
521-08-19,critical rate of rise of on-state current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-08-19,المعدل الحرج لصعود التيارفى حالة الوصل,"kritische Stromsteilheit, f",critical rate of rise of on-state current,velocidad crítica de crecimiento de la corriente de estado conductor,päästötilan kriittinen virrannousunopeus,"vitesse critique de croissance du courant à l’état passant, f",velocità critica di crescita della tensione nello stato di conduzione,臨界オン電流上昇率,온 상태 전류 증가 임계율,prędkość krytyczna wzrostu napięcia przewodzenia,velocidade crítica de crescimento da tensão no estado condutor,"критична брзина пораста струје у укљученом стању, ж јд",kritisk ledströmsderivata,通态电流临界上升率
521-09-01,Hall effect,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-01,أثر هول,"Halleffekt, m",Hall effect,efecto Hall,Hallin ilmiö,"effet Hall, m",Effetto Hall,ホール効果,홀 효과,zjawisko Halla,efeito Hall,"Холов ефекат, м јд",halleffekt,霍尔效应
521-09-02,Hall coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-02,معامل هول,"Hallkoeffizient, m",Hall coefficient,coeficiente de Hall,Hallin kerroin,"coefficient de Hall, m",Coefficiente di Hall,ホール係数,홀 계수,współczynnik Halla,coeficiente de Hall,"Холов коефицијент, м јд",hallkonstant,霍尔系数
521-09-03,Hall angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-03,زاويةهول,"Hallwinkel, m",Hall angle,ángulo de Hal,Hallin kulma,"angle de Hall, m",angolo di Hall,ホール角,홀 각도,kąt Halla,ângulo de Hall,"Холов угао, м јд",hallvinkel,霍尔角
521-09-04,Hall mobility,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-04,حركيةهول,"Hallbeweglichkeit, f",Hall mobility,movilidad de Hall,Hallin liikkuvuus,"mobilité de Hall, f",mobilità di Hall,ホール移動度,홀 이동도,ruchliwość Halla,mobilidade de Hall,"Холова покретљивост, ж јд",hallmobilitet,霍尔迁移率
521-09-05,Hall voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-05,جهدهول,"Hallspannung, f",Hall voltage,tensión de Hall,Hallin jännite,"tension de Hall, f",tensione di Hall,ホール電圧,홀 전압,napięcie Halla,tensão de Hall,"Холов напон, м јд",hallspänning,霍尔电压
521-09-06,Hall terminals,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-06,اطراف هول,"Hallanschlüsse, m, pl",Hall terminals,bornes de Hall,Hallin elektrodit,"bornes Hall, f pl",terminali di Hall,ホール端子,홀 단자,końcówki hallotronu,terminais Hall,"Холови прикључци, м мн",hall(spännings)uttag,霍尔端
521-09-07,control current terminal (of a Hall generator),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-07,طرف تيارالتحكم (لمولدهول),"Steueranschluss, <eines Hallgenerators> m",control current terminal (of a Hall generator),bornes de control de corriente (de un generador de Hall),ohjauselektrodi,"borne de commande (d'un générateur de Hall), f",terminale di controllo della corrente,"制御電流端子, <ホール発電器の>","제어전류단자, <홀 발전기>",końcówka prądu sterującego hallotronu,terminais de comando (de um gerador de Hall),"прикључак управљачке струје, <Холовог генератора> м јд",styr(ströms)uttag,"控制电流端, <霍尔发生器的>"
521-09-08,effective induction area of the output loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-08,المساحة الحثية الفعالة لحلقة الخرج,"induktive Restfläche des Hallstromkreises, f",effective induction area of the output loop,superficie efectiva de inducción del bucle de salida,lähtösilmukan tehollinen pinta-ala,"surface effective d'induction de la boucle de sortie, f",area effettiva di induzione dell'avvolgimento di uscita,出力ループの実効誘導面積,출력 루프 실효 유도 면적,powierzchnia skuteczna pętli wyjściowej hallotronu,superfície efectiva de indução do anel de saídasuperfície efectiva de indução da malha de saída,"ефективна индукциона површина излазне петље, ж јд",effektiv area,输出回路有效感应面积
521-09-09,effective induction area of the control current loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-09,المساحة الحثية الفعالة لحلقة تيار التحكم,"induktive Restfläche des Steuerstromkreises, f",effective induction area of the control current loop,superficie efectiva de inducción del bucle de la corriente de control,ohjausvirtasilmukan tehollinen pinta-ala,"surface effective d'inductance de la boucle du courant de commande, f",area effettiva di induzione dell'avvolgimento di controllo della corrente,制御電流ループの実効誘導面積,제어 전류 루프 유효 유도 면적,powierzchnia skuteczna pętli prądu sterującego,superfície efectiva de indução do anel da corrente de comando,"ефективна индукциона површина петље управљачке струје, ж јд",styrströmsslingans effektiva area,控制电流回路有效感应面积
521-09-10,self field (of a Hall generator),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-10,مجال ذاتى (لمولدهول),"Eigenfeld, <eines Hallgeneratos> n",self field (of a Hall generator),campo inducido (de un generador de Hall),omakenttä,"champ induit (d'un générateur de Hall), m",campo indotto,"自己磁界, <ホール発電器の>","자체 자계, <홀 발전기>",pole indukowane (generatora Halla),campo induzido (de um gerador de Hall),"сопствено поље, <Холовог генератора> с јд",egenfält,"自建场, <霍尔发生器的>"
521-09-11,control current (of a Hall generator),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-11,تيارالتحكم (لمولدهول),"Steuerstrom, <eines Hallgenerators> m",control current (of a Hall generator),corriente de control (de un generador de Hall),ohjausvirta,"courant de commande (d'un générateur de Hall), m",corrente di controllocorrente di comando,"制御電流, <ホール発電器の>","제어 전류, <홀 발전기>",prąd sterujący (generatora Halla),corrente de comando (de um gerador de Hall),"управљачка струја, <Холовог генератора> ж јд",styrström,"控制电流, <霍尔发生器的>"
521-09-12,magnetic sensitivity (of a Hall probe),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-12,حساسية مغناطيسية (لمجس هول),"magnetische Empfindlichkeit, <einer Hallsonde> f",magnetic sensitivity (of a Hall probe),sensibilidad magnética (de una sonda de Hall),magneettinen herkkyys,"sensibilité magnétique (d'une sonde de Hall), f",sensibilità magnetica,"磁気感度, <ホール探針の>","자계 감도, <홀 탐침>",czułość magnetyczna (sondy Halla),sensibilidade magnética (de uma sonda de Hall),"магнетска осетљивост, <Холове сонде> ж јд",magnetisk känslighet,"磁灵敏度, <霍尔探头的>"
521-09-13,control current sensitivity (of a Hall probe),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-13,حساسية تيارالتحكم (لمجس هول),"Steuerstromempfindlichkeit, <einer Hallsonde> f",control current sensitivity (of a Hall probe),sensibilidad a la corriente de control (de una sonda de Hall),ohjausvirtaherkkyys,"sensibilité au courant de commande (d'une sonde de Hall), f",sensibilità alla corrente di controllo,"制御電流感度, <ホール探針の>","제어 전류 감도, <홀 탐침>",czułość prądowa (sondy Halla),sensibilidade à corrente de comando (de uma sonda de Hall),"осетљивост управљачке струје, <Холове сонде> ж јд",styrströmskänslighet,"控制电流灵敏度, <霍尔探头的>"
521-09-14,residual voltage for zero current control (of a Hall-effect probe),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-14,الجهد المتبقى عند تيار تحكم صفر (لمجس تأثير هول),"Restspannung bei Steuerstrom null, <einer Hallsonde> f",residual voltage for zero current control (of a Hall-effect probe),tensión residual para una corriente de control nula (de un dispositivo de efecto Hall),ohjausvirrattoman tilan jäännösjännite,"tension résiduelle pour un courant de commande nul (d'un dispositif à effet Hall), f",tensione residua per una corrente di controllo nulla,"ゼロ電流制御の残留電圧, <ホール効果探針の>","영전류 제어 잔류 전압, <홀 효과 탐침>",napięcie szczątkowe przy prądzie sterującym zerowym (sondy Halla),tensão residual para uma corrente de comando nula (de um dispositivo de efeito Hall),"заостали напон при нултој управљачкој струји, <уређаја са Холовим ефектом> м јд",restspänning för nollstyrström,"零控制电流剩余电压, <霍尔探头的>"
521-09-15,residual voltage for zero magnetic field (of a Hall-effect device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-15,الجهد المتبقى عند مجال مغناطيسى صفر (لجهاز تأثير هول),"Restspannung bei magnetischem Feld null, <eines Halleffekt-Bauelements> f",residual voltage for zero magnetic field (of a Hall-effect device),tensión residual para un campo magnético nulo (de un dispositivo de efecto Hall),magneettikentättömän tilan jäännösjännite,"tension résiduelle pour un champ magnétique nul (d'un dispositif à effet Hall), f",tensione residua per un campo magnetico nullo,"ゼロ磁場の残留電圧, <ホール効果デバイスの>","영자계 잔류 전압, <홀 효과 장치>",napięcie szczątkowe przy polu magnetycznym zerowym (hallotronu),tensão residual para um campo magnético nulo (de um dispositivo de efeito Hall),"заостали напон при нултом магнетском пољу, <уређаја са Холовим ефектом> м јд",restspänning för nollmagnetfält,"零磁场剩余电压, <霍尔探头的>"
521-09-16,induced control voltage (of a Hall-effect device),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-16,جهد تحكم حثى (لجهاز تأثير هول),"induzierte Steuerspannung, <eines Halleffekt-Bauelements> f",induced control voltage (of a Hall-effect device),tensión de control inducida (de un dispositivo de efecto Hall),indusoitu ohjausjännite,"tension de commande induite (d'un dispositif à effet Hall), f",tensione di controllo indotta,"誘導制御電圧, <ホール効果デバイスの>","유도 제어 전압, <홀 효과 장치>",napięcie sterujące indukowane (hallotronu),tensão de comando induzida (de um dispositivo de efeito Hall),"индуковани управљачки напон, <уређаја са Холовим ефектом> м јд",inducerad styrspänning,"感应控制电压, <霍尔效应器件的>"
521-09-17,magnetoresistive characteristic curve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-17,منحنى خواص المقاومة المغناطيسية,"Kennlinie eines Magnetowiderstands, f",magnetoresistive characteristic curve,curva característica de una magnetorresistencia,magnetoresistiivinen ominaiskäyrä,"courbe caractéristique d'une magnétorésistance, f",curva caratteristica di una magnetoresistenza,磁気抵抗特性曲線,자기 저항 특성 곡선,charakterystyka magnetorezystora,curva característica magneto-resistiva,"крива карактеристике магнетске отпорности, ж јд",magnetoresistiv R/B-kurva,磁电阻特性曲线
521-09-18,magnetoresistive coefficient,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-18,معامل المقاومة المغناطيسية,"Widerstandskoeffizient eines Magnetowiderstands, m",magnetoresistive coefficient,coeficiente de magnetorresistencia,magnetoresistiivinen kerroin,"coefficient de magnétorésistance, m",Coefficiente magnetoresistivo,磁気抵抗係数,자기 저항 계수,współczynnik magnetorezystancji,coeficiente de magneto-resistência,"коефицијент магнетске отпорности, м јд",magnetoresistiv koefficient,磁电阻系数
521-09-19,magnetoresistive ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-19,نسبة المقاومة المغناطيسية,"Widerstandsverhältnis eines Magnetowiderstands, n",magnetoresistive ratio,relación de magnetorresistencia,magnetoresistiivinen suhde,"rapport de magnétorésistance, m",rapporto magnetoresistivo,磁気抵抗比,자기 저항율,wskaźnik rezystancji magnetorezystora,relação de magneto-resistência,"фактор магнетске отпорности, м јд",magnetoresistiv kvot,磁电阻比
521-09-20,magnetoresistive sensitivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-09-20,حساسية المقاومة المغناطيسية,"Empfindlichkeit eines Magnetowiderstands, f",magnetoresistive sensitivity,sensibilidad de magnetorresistencia,magnetoresistiivinen herkkyys,"sensibilité de magnétorésistance, f",sensibilità magnetoresistiva,磁気抵抗感度,자기 저항 감도,czułość rezystancyjna magnetorezystora,sensibilidade de magneto-resistência,"осетљивост магнетске отпорности, ж јд",magnetoresistiv känslighet,磁电阻灵敏度
521-10-01,microelectronics,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-10-01,الكترونيات متناهية الصغر,"Mikroelektronik, f",microelectronics,microelectrónica,mikroelektroniikka,"microélectronique, f",microelettronica,マイクロエレクトロニクス,마이크로 전자공학,mikroelektronika,microelectrónica,"микроелектроника, ж јд",mikroelektronik,微电子学
521-10-02,microcircuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-10-02,دارة متناهية الصغر,"Mikroschaltung, f",microcircuit,microcircuito,mikropiiri,"microstructure, f",microcircuito,超小形回路,극소형 회로마이크로 회로,mikroukład,microcircuito,"микроколо, с јд",mikrokrets,微电路
521-10-03,integrated circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-10-03,دارة مدمجة,"integrierte Schaltung, f",integrated circuitIC,circuito integrado,integroitu piiri,"circuit intégré, m",circuito integrato,IC集積回路,직접 회로,układ scalony,circuito integrado,"интегрисано коло, с јдIC",integrerad krets,集成电路
521-10-04,microassembly,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-10-04,تجميع متناهي الصغر,"zusammengesetzte Mikroschaltung, f",microassembly,microconjunto,mikromoduuli,"microassemblage, m",microassieme,マイクロアセンブリ,극소형 조립 회로마이크로 조립 회로,mikrozespół,micromontagemmicroconjunto,"микросклоп, м јд",komponentblock,微型组件
521-10-05,semiconductor integrated circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-10-05,دارة مدمجة شبه موصلة,"integrierte Halbleiterschaltung, f",semiconductor integrated circuit,circuito integrado semiconductor,integroitu puolijohdepiiri,"circuit intégré à semiconducteurs, m",circuito integrato a semiconduttori,半導体IC半導体集積回路,반도체 집적회로,układ scalony półprzewodnikowy,circuito integrado semicondutor,"полупроводничко интегрисано коло, с јд",integrerad halvledarkrets,半导体集成电路
521-10-06,film integrated circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-10-06,دارة مدمجة رقاقية,"integrierte Schichtschaltung, f",film integrated circuit,circuito integrado de película,integroitu kalvopiiri,"circuit intégré à couches, m",circuito integrato a film,膜集積回路,필름 집적 회로,układ scalony warstwowy,circuito integrado em películas,"филм-интегрисано коло, с јд",integrerad filmkrets,膜集成电路
521-10-07,film (of a film integrated circuit),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-10-07,رقاقة (لدارة تكاملية رقيقة  ),"Schicht, <einer integrierten Schichtschaltung> f",film (of a film integrated circuit),película (de un circuito integrado de película),kalvo,"couche (d'un circuit intégré à couches), f",filmpellicola (sottile),"膜, <膜集積回路の>","막, <필름 집적 전류>필름, <필름 집적 전류>",warstwa (układu scalonego warstwowego),película (de um circuito integrado em películas),"филм, <филм-интегрисаног кола> м јд",film,"膜, <膜集成电路的>"
521-10-08,thin film (of a film integrated circuit),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-10-08,رقاقة رفيعة (لدارة تكاملية رقيقة ),"Dünnschicht, <einer integrierten Schichtschaltung> f",thin film (of a film integrated circuit),película delgada (de un circuito integrado de película),ohutkalvo,"couche mince (d'un circuit intégré à couches), f",film sottilepellicola (sottile),"薄膜, <膜集積回路の>","박막, <필름 통합 전류>",warstwa cienka (układu scalonego warstwowego),película fina (de um circuito integrado em películas),"танак филм, <филм-интегрисаног кола> м јд",tunnfilm,"薄膜, <膜集成电路的>"
521-10-09,thick film (of a film integrated circuit),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-10-09,رقاقة سميكة ( لدارة تكاملية رقيقة ),"Dickschicht, <einer integrierten Schichtschaltung> f",thick film (of a film integrated circuit),película gruesa (de un circuito integrado de película),paksukalvo,"couche épaisse (d'un circuit intégré à couches), f",film spesso,"厚膜, <膜集積回路の>","후막, <필름 통합 전류>",warstwa gruba (układu scalonego warstwowego),película espessa (de um circuito integrado em películas),"дебели филм, <филм-интегрисаног кола> м јд",tjockfilm,"厚膜, <膜集成电路的>"
521-10-10,multi-chip integrated circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-10-10,دارة تكاملية متعددة الرقائق,"integrierte Mehrchipschaltung, f",multi-chip integrated circuit,circuito integrado multichip,integroitu monisirupiiri,"circuit intégré multipuce, m",circuito integrato multichip,マルチチップ集積回路,다중 칩 집적회로,układ scalony wielostrukturowy,circuito integrado multichipe,"вишечипно интегрисано коло, с јд",multikrets,多片集成电路
521-10-11,latch-up state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-10-11,حالة  التشابك,"Einrastzustand, mLatch-up-Zustand, m",latch-up state,estado de bloqueo,lukitustila,"état de verrouillage, m",stato di latch-up,ラッチアップ状態,빗장 상태래치업 상태,stan zatrzaśnięcia,estado trancado,"забрављено стање, с јд",låsningsläge,锁定态
521-11-01,programmable logic device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-01,اجهزة البرمجة المنطقية,"programmierbare Logik-Schaltung, f",programmable logic devicePLD (abbreviation),red lógica programable,ohjelmoitava logiikkakomponentti,"réseau logique programmable, m",dispositivo a logica programmabile,"プログラマブルロジックデバイスPLD, （略語）",프로그램 가능 논리 소자,przyrząd logiczny programowalny PLD (akronim),dispositivo lógico programável,"програмабилни логички уређај, м јдPLD",programmerbar logikkrets,可编程逻辑器件PLD
521-11-02,programmable logic array,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-02,مصفوفة البرمجة المنطقية,"programmierbare Logik-Anordnung, fPLA, Abkürzung",programmable logic array,matriz lógica programable,ohjelmoitava logiikkapiiri,"matrice logique programmable, f",matrice a logica programmabile,"プログラマブルロジックアレイＰＬＡ, （略語）",프로그램 가능 논리 배열,matryca logiczna programowalna,matriz lógica programável,"програмабилни логички низ, м јд",programmerbar logikmatris,可编程逻辑阵列
521-11-03,programmable gate array,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-03,مصفوفة بوابة مبرمجة,"programmierbares Gatterfeld, n",programmable gate array,matriz de puerta programable,ohjelmoitava porttimatriisi,"matrice prédiffusée programmable, f",matrice di porte programmabili,プログラマブルゲートアレイ,프로그램 가능 게이트 배열,układ matrycowy programowalny matryca bramek programowalna,matriz pré-difundida programável,"програмабилни низ гејтова, м јд",programmerbar grindmatris,可编程门阵列
521-11-04,memory cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-11-04,خلية ذاكرة,"Speicherelement, n",memory cellmemory element,célula de memoria,muistisolu,"cellule-mémoire, f",cella di memoria,メモリセルメモリ素子,기억 셀,komórka pamięci element pamięci,célula de memória,"меморијска ћелија, ж јдмеморијски елемент, м јд",minnescell,存储单元
