term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,no,pl,pt,ru,sl,sr,sv,zh
151-15-52,"resistive, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-52,مقاوم,"ohmsch, Adjektiv","resistive, adj","resistivo, adj.",resistiivinen,"résistif, adj",resistivo,"抵抗性, 形容詞","저항성, 형용사",resistiv,rezystywny,resistivo,резистивныйобладающий активным сопротивлением,,"отпоран, придев",resistiv,电阻性的
151-15-53,"inductive, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-53,حثّي,"induktiv, Adjektiv","inductive, adj","inductivo, adj.",induktiivinen,"inductif, adj",induttivo,"誘導性, 形容詞","유도성, 형용사",induktiv,indukcyjny,indutivo,индуктивный,,"индуктиван, придев",induktiv,电感性的
151-15-54,"capacitive, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-54,سعوى,"kapazitiv, Adjektiv","capacitive, adj","capacitivo, adj.",kapasitiivinen,"capacitif, adj",capacitivo,"容量性, 形容詞","용량성, 형용사",kapasitiv,pojemnościowy,capacitivo,емкостный,,"капацитиван, придев",kapacitiv,电容性的
151-15-55,"reactive, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-55,متفاعل,"reaktiv, Adjektiv","reactive, adj","reactivo, adj.",reaktiivinen,"réactif, adj",reattivo,"無効, 形容詞","무효성, 형용사",reaktiv,reaktywny bierny,reactivo,реактивный,,"реактиван, придев",reaktiv,电抗性的
151-15-56,"conductive, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-56,موصّل,"leitfähig, Adjektiv","conductive, adj","conductor (1), adj.",johtava,"conducteur (1), adj","conduttivo, conduttore","導電性の, 形容詞","도전성, 형용사전도성, 형용사",konduktiv,przewodzący,condutivo,проводящий (1),,"проводан, <проводан: IEV 151-15-57> придев",ledande,导电的
151-15-57,"conducting, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-57,موصل,"stromführend, Adjektivleitend, Adjektiv","conducting, adj","conductor (2), adj.en conducción",virrallinen,"passant, adjconducteur  (2), adj",conduttore,"導電性の, 形容詞","도전성, 형용사전도성, 형용사",straumførande,wiodący prąd,condutor,проводящий (2)кондукционный,,"проводан, <проводан: IEV 151-15-56> придев",strömförande,通电的
151-15-58,"energized, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-58,مكهرب,"unter Spannung stehend, Adjektiv","energized, adj",en tensión,jännitteinen,"sous tension, qualificatif",alimentato; attivato; energizzato; in/sotto tensione,"電圧印加, 形容詞","충전된, 형용사활선, 형용사",spenningssett,pod napięciem,em tensão,под напряжением,,"под напоном, <под напоном: IEV 151-15-60>",spänningssatt,已充电的
151-15-59,"dead, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-59,غير مكهرب,"spannungsfrei, Adjektiv","dead, adj",sin tensión,jännitteetön,"hors tension, qualificatif",fuori tensione; a terra,"無電圧, 形容詞","무전압, 형용사사선, 형용사",spenningslaus,bez napięcia beznapięciowy,fora de tensão,без напряжения,,"неактивиран, придев",spänningslös,未带电的
151-15-60,"live, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-15-60,مكهرب,"aktiv, Adjektiv","live, adj","activo, adj.",jännitteinen,"actif, adj",attivo,"生き…, 形容詞","활선, 형용사",spenningssett,czynny,activo,работающий под напряжением,,"под напоном, <под напоном: IEV 151-15-58>",spänningsförande,带电的
151-16-01,operating condition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-01,ظروف التشغيل,"Betriebsbedingungen, f, pl",operating condition,condiciones de funcionamiento,käyttöolosuhteet,"condition de fonctionnement, f",condizioni di funzionamento,運転条件,작동 조건운전 조건,driftsvilkår,warunki pracy,condições de funcionamento,условия работы,,"радни услов, м јд",driftsbetingelser,运行条件
151-16-02,duty cycle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-02,دورة التشغيل,"Betriebszyklus, m",duty cycle,ciclo de servicio,käyttöjakso,"cycle de service, m",ciclo di funzionamento,デューティサイクル,사용 주기,driftssyklus,cykl pracy,ciclo de serviço,рабочий цикл,,"радни циклус, м јд",arbetscykel,工作周期
151-16-03,ambient condition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-03,الظروف المحيطة,"Umgebungsbedingungen, f, pl",ambient conditionenvironmental condition,condiciones ambientales,ympäristöolosuhteet,"condition ambiante, f",condizioni ambientali,環境条件,주위 조건환경 조건,miljøtilhøve,warunki otoczenia warunki środowiskowe,condições ambientais,условия окружающей среды,,"услов окружења, м јд",miljöförhållanden,环境条件
151-16-04,outdoor condition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-04,الظروف الخارجية,"Freiluftbedingungen, f, pl",outdoor condition,condiciones exteriores,ulko-olosuhteet,"condition extérieure, f",condizioni esterne,屋外条件,옥외 조건,utandørstilhøve,warunki otoczenia zewnętrznego,condições exteriores,внешние условиянаружные условия,,"спољашњи услови, м мн",utomhusförhållanden,户外条件
151-16-05,"outdoor, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-05,خارجي,"Freiluft…, in Zusammensetzungen","outdoor, adj","de exteriorexterior, adj.para exterior",ulko-,"d'extérieur, qualificatifextérieur, adjpour l'extérieur, qualificatif",per esterno; esterno,"屋外, 形容詞","옥외, 형용사실외, 형용사",utandørs,napowietrzny,exteriorde exteriorpara exterior,внешнийнаружный,,"спољашњи, придев",utomhus-,户外的
151-16-06,"indoor, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-06,داخلي,"Innenraum…, in Zusammensetzungen","indoor, adj","de interiorinterior, adj.para interior",sisä-,"d'intérieur, qualificatifintérieur, adjpour l'intérieur, qualificatif",per interno; interno,"屋内, 形容詞","옥내, 형용사실내, 형용사",innandørs,wnętrzowy,interiorde interiorpara interior,внутренний,,"унутрашњи, придев",inomhus-,户内的
151-16-07,standardized value,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-07,قيمة قياسية,"genormter Wert, m",standardized value,valor normalizado,standardisoitu arvo,"valeur normalisée, f",valore normalizzato,標準値,표준화된 값,normert verdi / standardisert verdi,wartość znormalizowana,valor normalizado,стандартизированная величина,,"стандардизована вредност, ж јд",normerat värde,标准化值
151-16-08,rated value,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-08,قيمة مقننة,"Bemessungswert, m",rated value,valor asignado,mitoitusarvo,"valeur assignée, f",valore nominale; valore specificato,定格値,정격값,merkeverdi,wartość znamionowa,valor estipulado,паспортное значение,,"назначена вредност, ж јд",märkvärde,额定值
151-16-09,nominal value,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-09,قيمة إسمية,"Nennwert, m",nominal value,valor nominal,nimellisarvo,"valeur nominale, fvaleur de dénomination, f",valore nominale,公称値,공칭값,nominell verdi,wartość nominalna,valor nominal,номинальное значение,,"називна вредност, ж јд",nominellt värde,标称值
151-16-10,limiting value,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-10,قيمة حدية,"Grenzwert, m",limiting value,valor límite,raja-arvo,"valeur limite, f",valore limite,限界値,한계값,grenseverdi,wartość graniczna,valor limite,предельное значение,,"гранична вредност, ж јд",gränsvärde,限值
151-16-11,rating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-11,تقنين,"Bemessungsdaten, pl",rating,características asignadas,mitoitusarvot,"caractéristiques assignées, f pl",caratteristica nominale,定格,정격,merkedata,dane znamionowe,características estipuladas,оценкарейтинг,,"скуп назначених вредности, м јд",märkdata,额定数据
151-16-12,name plate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-12,لوحة اسمية,"Typenschild, n",name platerating plate,placa de características,arvokilpi,"plaque signalétique, f",targa,銘板,명판정격 명판,merkeskilt,tabliczka znamionowa,chapa de características,пластинка с паспортными значениямишильдик,,"натписна плочица, ж јд",märkplåt,铭牌
151-16-13,test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-13,إختبار,"Prüfung, f",test,ensayo,testi,"essai, m",prova,試験,시험,prøving/testing,badanie próba,ensaio,испытание,,"испитивање, с јд",provning,试验
151-16-14,conformity evaluation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-14,تقييم مطابقة,"Konformitätsbewertung, f",conformity evaluation,evaluación de la conformidad,vaatimustenmukaisuuden arviointi,"évaluation de la conformité, f",valutazione della conformità,適合性評価,적합성 평가,samsvarsevaluering,ocenianie zgodności,avaliação de conformidade,оценка соответствия,,"вредновање усаглашености, с јд",utvärdering av överensstämmelse,合格评价符合性评价
151-16-15,conformity test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-15,اختبار المطابقة,"Konformitätsprüfung, f",conformity testcompliance test,ensayo de conformidad,vaatimustenmukaisuustesti,"essai de conformité, m",prova di conformità,コンプライアンス試験適合試験,적합성 시험,samsvarsprøve,badanie zgodności,ensaio de conformidade,испытание соответствия,,"испитивање усаглашености, с јд",provning av överensstämmelse,合格试验符合性试验
151-16-16,type test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-16,إختبار نوعى,"Bauartprüfung, fTypprüfung, fBaumusterprüfung, f",type test,ensayo de tipo,tyyppitesti,"essai de type, m",prova di tipo,形式試験,형식 시험,typeprøve,badanie typu,ensaio de tipo,типовое испытание,,"испитивање типа, с јд",typprovning,型式试验
151-16-17,routine test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-17,إختبار روتينى,"Stückprüfung, f",routine test,ensayo individual,kappaletesti,"essai individuel de série, m",prova individuale,定期試験,정기 시험일상 시험,rutineprøve,badanie wyrobu,ensaio individual de sérieensaio de rotina,текущие испытания,,"рутинско испитивање, с јд",rutinprovning,例行试验常规试验
151-16-18,sample item,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-18,مادة عيّنةِ,"Prüfmuster, nProbekörper, m",sample item,elemento de muestra,yksittäinen näyte,"entité d'échantillonnage, f",esemplare,サンプル項目,표본 항목시료 항목,prøveeining,egzemplarz badań,elemento da amostra,образец в выборке,,"предмет узорковања, м јд",provenhet,抽样单元
151-16-19,sample,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-19,عينة,"Probe, f",sample,muestra,näyte,"échantillon, m",campione,サンプル試料,표본시료,prøve,próbka,amostra,выборка,,"узорак, м јд",provuttag,样本样品
151-16-20,sampling test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-20,فحص العينات,"Stichprobenprüfung, f",sampling test,ensayo por muestreo,näytetesti,"essai sur prélèvement, m",prova di campionamento,抜取試験,발취 시험,stikkprøve,badanie wyrywkowe,ensaio sobre amostra,выборочное испытание,,"испитивање узорковањем, с јд",stickprov,样本试验样品试验
151-16-21,life test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-21,اختبار العمر,"Lebensdauerprüfung, f",life test,ensayo de envejecimiento,elinikätesti,"essai de vieillissement, messai de durée de vie, m",prova di vita,寿命試験,수명 시험,levetidsprøve,badanie żywotności,ensaio de duração de vida,испытание на срок службы,,"испитивање животног века, с јд",livslängdsprov,寿命试验
151-16-22,endurance test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-22,إختبار تحمّلِ,"Dauerprüfung, f",endurance test,ensayo de endurancia,kestävyystesti,"essai d'endurance, m",prova di durata,耐久試験,내구성 시험,uthaldsprøve (langtidsprøve),badanie trwałości,ensaio de endurância,испытание на стойкость,,"испитивање издржљивости, с јд",uthållighetsprov,耐久性试验
151-16-23,acceptance test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-23,إختبار القبول,"Abnahmeprüfung, f",acceptance testhand-over test,ensayo de aceptaciónensayo de recepción,vastaanottotesti,"essai de réception, messai d'acceptation, m",prova di accettazione,受入試験引渡試験,인수 시험인도 시험,akseptanseprøve (-test),badania odbiorcze badania zdawczo-odbiorcze,ensaio de recepçãoensaio de aceitação,приемное испытание,,"испитивање прихватљивости, с јд",acceptansprovning,验收试验
151-16-24,commissioning test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-24,اختبار استلام,"Inbetriebnahmeprüfung, f",commissioning test,ensayo de puesta en servicio,käyttöönottotesti,"essai de mise en service, messai de recette, m",prova di messa in servizio,試運転,준공 시험,igangsetjingsprøve,odbiór końcowy,ensaio de entrada em serviçoensaio de comissionamento,пусковое испытание,,"испитивање при пуштању у рад, с јд",idrifttagningsprov,投入运行试验
151-16-25,maintenance test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-25,إختبار صيانةِ,"Instandhaltungsprüfung, f",maintenance test,ensayo de mantenimiento,huoltotesti,"essai de maintenance, m",prova di manutenzione,保守試験,유지보수 시험,vedlikehaldsprøve (-test),badanie eksploatacyjne,ensaio de manutenção,эксплуатационное испытание,,"испитивање након одржавања, с јд",underhållskontroll,维护试验
151-16-26,temperature rise,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-26,ارتفاع درجة الحرارة,"Temperaturerhöhung, f",temperature rise,calentamiento,lämpenemä,"échauffement, m",sovratemperatura,温度上昇,온도 상승,temperaturstiging,przyrost temperatury,aquecimento,повышение температуры,,"пораст температуре, м јд",temperaturstegring,温升
151-16-27,temperature-rise test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-27,إختبار إرتفاعِ درجةِ الحرارة,"Erwärmungsprüfung, f",temperature-rise test,ensayo de calentamiento,lämpenemistesti,"essai d'échauffement, m",prova di riscaldamento,温度上昇試験,온도 상승 시험,temperaturstigingsprøve,badanie przyrostu temperatury,ensaio de aquecimento,испытание на повышение температуры,,"испитивање пораста температуре, с јд",temperaturstegringsprov,温升试验
151-16-28,test object,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-28,موضوع الاختبار,"Prüfobjekt, nPrüfling, m",test object,objeto en ensayo,testikappale,"objet en essai, m",oggetto in prova,試験品,시험 대상,prøveobjekt,przedmiot badany,objecto em ensaio,объект испытания,,"предмет испитивања, м јд",provobjekt,试验对象
151-16-29,destructive test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-29,اختبار إتلافي,"zerstörende Prüfung, f",destructive test,ensayo destructivo,rikkova testi,"essai destructif, m",prova distruttiva,破壊試験,파괴 시험,destruktiv prøve,badanie niszczące,ensaio destrutivo,разрушающее испытание,,"деструктивно испитивање, с јд",förstörande provning,破坏性试验
151-16-30,non-destructive test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-30,اختبار لا إتلافي,"zerstörungsfreie Prüfung, f",non-destructive test,ensayo no destructivo,rikkomaton testi,"essai non destructif, m",prova non distruttiva,非破壊試験,비파괴 시험,ikkje-destruktiv prøve,badanie nieniszczące,ensaio não destrutivo,неразрушающее испытание,,"испитивање без разарања, с јд",icke-förstörande provning,非破坏性试验
151-16-31,influence quantity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-31,الكمية المؤثرة,"Einflussgröße, f",influence quantity,magnitud de influencia,vaikuttava suure,"grandeur d'influence, f",grandezza di influenza,影響量,영향량,influerande storleik,wielkość wpływająca,grandeza de influência,влияющая величина,,"утицајна величина, ж јд",påverkande storhet,影响量
151-16-32,stabilization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-32,إستقرار,"Stabilisierung, f",stabilization,estabilización,stabilointi,"stabilisation, f",stabilizzazione,安定化,안정화,stabilisering,stabilizacja,estabilização,стабилизация,,"стабилизација, ж јд",stabilisering,稳定
151-16-33,thermal equilibrium,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-33,توازن حراري,"thermisches Gleichgewicht, n",thermal equilibrium,equilibrio térmico,lämpötasapaino,"équilibre thermique, m",equilibrio termico,熱平衡,열 평형,termisk jamvekt,równowaga cieplna równowaga termiczna,equilíbrio térmico,тепловое равновесие,,"термичка равнотежа, ж јд",termisk jämvikt,热平衡
151-16-34,"interchangeable, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-34,قابل للتبادل,"austauschbar, Adjektiv","interchangeable, adj","intercambiable, adj.",vaihtokelpoinen,"interchangeable, adj",intercambiabile,"互換性のある, 形容詞","교환 가능한, 형용사",utskifteleg,zamienny wymienny,intermutável,взаимозаменяемый,,"замењив, придев",utbytbar,可互换的
151-16-35,"weather-proof, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-35,صامد للأحوال الجوية,"wettergeschützt, Adjektiv","weather-proof, adj","protegido de la intemperie, adj.",säänkestävä,"protégé contre les intempéries, adj",protetto dalle intermperie,"耐候性の, 形容詞","내후성, 형용사",vêrherdig,odporny na warunki atmosferyczne,protegido contra intempéries,устойчивый против атмосферных влияний,,"водоотпоран, придев",väderbeständig,耐气候的
151-16-36,"environment resistant, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-36,مقاوم للظروف البيئية,"umweltbeständig, Adjektiv","environment resistant, adj","resistente al ambiente, adj.",ympäristönkestävä,"résistant à l'environnement, adj",resistente all'ambiente,"環境対応性, 形容詞","내환경성, 형용사",miljøbestandig,odporny na wpływ środowiska,resistente ao ambiente,устойчивый к влиянию окружающей среды,,"отпоран на утицаје из животне средине, придев",miljötålig,耐环境的
151-16-37,"ventilated, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-37,مُهَوَّى,"belüftet, Adjektiv","ventilated, adj","ventilado, adj.",tuuletettu,"ventilé, adj",ventilato,"通気…, 形容詞","통풍, 형용사",ventilert,wentylowany przewietrzany,ventilado,вентилируемый,,"вентилирајући, придев",ventilerad,通风的
151-16-38,"sealed, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-38,محكم,"dicht, Adjektivversiegelt, Adjektiv","sealed, adj","estanco, adj.",tiivistetty,"étanche, adj",sigillato; stagno,"封をした, 形容詞","밀봉된, 형용사",tett/forsegla,szczelny,estanque,закрытый с уплотнением,,"запечаћен, придев",sluten,密封的
151-16-39,"hermetically sealed, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-39,محكم  السد,"hermetisch dicht, Adjektiv","hermetically sealed, adj","hermético, adj.",hermeettisesti tiivis,"hermétique, adj",ermetico; sigillato ermeticamente,"密封した, 形容詞","완전 밀봉된, 형용사",hermetisk tett,hermetyczny,hermético,герметичный,,"херметички запечаћен, придев",gastät,气密封的全密封的
151-16-40,"flush-mounted, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-40,تركيب متساطح,"Einbau..., in Zusammensetzungenoberflächenangepasst, Adjektiv","flush-mounted, adj","encastrado, adj.",uppoasennus-uppoasennettu,"encastré, adjplaqué, adj",montato a filo,"埋込の, 形容詞","매립, 형용사",innfelt,wpuszczony osadzony płasko,encastrado,утопленный (расположенный заподлицо),,"монтажа у зид, ж јд",infälld,嵌装的
151-16-41,"surface-mounted, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-41,تركيب سطحي,"oberflächenmontiert, Adjektiv","surface-mounted, adj","montado en superficie, adj.",pinta-asennus-pinta-asennettu,"monté en surface, adj",montato sporgente,"表面取付けの, 形容詞","표면 부착, 형용사",utanpåliggjande,nabudowany,montado salientemontado à superfície,смонтированный на поверхности,,"монтажа на зид, ж јд",ytmonterad,表面安装的
151-16-42,"submersible, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-42,قابل للغمر,"tauchfest, Adjektiv","submersible, adj","sumergible, adj.",uppo-upotettava,"submersible, adj",sommergibile; resistente all'immersione,"水中の, 形容詞","수중, 형용사",nedsenkbar,głębinowy,submersível,погружаемый,,"потопљив, придев",dränkbar,可浸没的
151-16-43,"underground, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-43,تحت أرضي,"unterirdisch, Adjektiv","underground, adj","subterráneo, adj.",maa-maanalainen,"souterrain, adj",sotterraneo,"地下の, 形容詞","지중형, 형용사",nedgraven (hankjønn og hokjønn) + nedgrave (inkjekjønn) / under bakken,podziemny,subterrâneo,подземный,,"подземни, придев",underjords-,地下的
151-16-44,"fixed, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-44,"ثابت , صفة","fest angebracht, Adjektiv","fixed, adj","fijo, adj.",kiinteä,"fixe, adj",fisso,"固定の, 形容詞","고정식, 형용사",fastmontert,stały,fixo,фиксированный,,"фиксиран, придев",fast,固定的
151-16-45,"transportable, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-45,قابل للنقل,"transportabel, Adjektivtransportierbar, Adjektiv","transportable, adj","transportable, adj.",siirrettävä,"transportable, adj",trasportabile,"可搬性…, 形容詞","운반 가능한, 형용사",flyttbar/transportabel,przewoźny,transportável,передвижной,,"транспортабилан, придев",flyttbar,可搬运的
151-16-46,"mobile, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-46,نقّال,"mobil, Adjektivortsveränderlich, Adjektiv","mobile, adj","móvil, adj.",liikuteltava,"mobile, adj",mobile,"移動…, 形容詞","이동, 형용사",mobil,ruchomy,móvel,подвижной (мобильный),,"покретан, придев",mobil,移动的
151-16-47,"portable, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-47,محمول,"tragbar, Adjektiv","portable, adj","portable, adj.",kannettava,"portable, adj",mobile,"携帯…, 形容詞","휴대, 형용사",berbar,przenośny,portátil,переносныйпортативный,,"преносиви, придев",bärbar,便携的
151-16-48,"hand-held, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-48,محمول يدوياً,"handgeführt, Adjektiv","hand-held, adj","portátil, adj.",kädessä pidettävä,"portatif, adj",portatile,"ハンドヘルド, 形容詞手で持てる, 形容詞","손잡이형, 형용사",handhalden (hankjønn og hokjønn) + handhalde (inkjekjønn),ręczny,portátil (com pega),ручной,,"ручни, придев",handhållen,手持的
151-16-49,rated voltage range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=151-16-49,,"Bemessungsspannungsbereich, m",rated voltage range,rango de tensión asignada,,"plage de tensions assignées, fplage assignée de tensions, f",,定格電圧範囲,정격 전압 범위,nominelt spenningsområde,"zakres napięcia znamionowego, m",gama de tensões estipuladas,,,"опсег назначеног напона, м јд",,额定电压范围
